"(gene:""ABCA1"")"
"(gene:""SLC6A16"")"
"(gene:""SLC35F2"")"
"(gene:""SLC6A17"")"
"(gene:""SLC35F3"")"
"(gene:""SLC6A19"")"
"(gene:""SLC35F5"")"
"(gene:""SLC6A2"")"
"(gene:""SLC35G1"")"
"(gene:""SLC6A20"")"
"(gene:""SLC35G2"")"
"(gene:""SLC6A4"")"
"(gene:""SLC35G3"")"
"(gene:""SLC6A6"")"
"(gene:""SLC35G5"")"
"(gene:""SLC6A8"")"
"(gene:""SLC36A1"")"
"(gene:""SLC6A9"")"
"(gene:""SLC36A3"")"
"(gene:""SLC7A1"")"
"(gene:""SLC36A4"")"
"(gene:""SLC7A10"")"
"(gene:""SLC37A2"")"
"(gene:""SLC7A11"")"
"(gene:""SLC37A3"")"
"(gene:""SLC7A2"")"
"(gene:""SLC38A1"")"
"(gene:""SLC7A4"")"
"(gene:""SLC38A10"")"
"(gene:""SLC7A5"")"
"(gene:""SLC38A11"")"
"(gene:""SLC7A6"")"
"(gene:""SLC38A2"")"
"(gene:""SLC7A6OS"")"
"(gene:""SLC38A3"")"
"(gene:""SLC7A7"")"
"(gene:""SLC38A4"")"
"(gene:""SLC7A8"")"
"(gene:""SLC38A5"")"
"(gene:""SLC7A9"")"
"(gene:""SLC38A6"")"
"(gene:""SLC8A1"")"
"(gene:""SLC38A7"")"
"(gene:""SLC8A3"")"
"(gene:""SLC38A9"")"
"(gene:""SLC9A1"")"
"(gene:""SLC39A1"")"
"(gene:""SLC9A2"")"
"(gene:""SLC39A10"")"
"(gene:""SLC9A3"")"
"(gene:""SLC39A11"")"
"(gene:""SLC9A5"")"
"(gene:""SLC39A13"")"
"(gene:""SLC9A6"")"
"(gene:""SLC9A7"")"
"(gene:""SLC9A8"")"
"(gene:""SLC9A9"")"
"(gene:""SLC9B1"")"
"(gene:""SLC9B2"")"
"(gene:""SLC9C1"")"
"(gene:""SLC9C2"")"
"(gene:""SLCO1A2"")"
"(gene:""SLCO1B1"")"
"(gene:""SLCO1B3"")"
"(gene:""SLCO1B7"")"
"(gene:""SLCO1C1"")"
"(gene:""SLCO2A1"")"
"(gene:""SLCO2B1"")"
"(gene:""SLCO3A1"")"
"(gene:""SLCO4A1"")"
"(gene:""SLCO4C1"")"
"(gene:""SLCO5A1"")"
